amount,average_transaction_amount,amount_deviation,transaction_hour,transaction_day,transactions_last_10_minutes,transaction_frequency,is_new_device,is_new_location,merchant_risk,is_fraud
2462.48,2000.0,1.23,11,28,0,35,0,1,0,0
3685.0,4500.0,0.82,10,27,0,38,0,1,1,0
5977.52,8000.0,0.75,7,23,0,20,0,0,0,0
4406.94,3000.0,1.47,12,9,0,15,0,0,0,0
9056.19,6000.0,1.51,8,6,0,9,0,0,0,0
9201.4,8000.0,1.15,19,8,0,36,0,0,0,0
84004.35,4000.0,21.0,2,2,4,37,1,1,2,1
6437.33,6000.0,1.07,17,13,1,31,0,0,0,0
4602.51,2000.0,2.3,17,8,0,5,0,0,0,0
2733.51,2500.0,1.09,17,12,0,50,0,0,0,0
7856.54,8000.0,0.98,15,9,1,9,1,0,0,0
16495.95,3000.0,5.5,8,16,5,7,1,1,1,0
4418.6,2500.0,1.77,6,22,1,13,0,0,0,0
17976.82,12000.0,1.5,22,19,0,5,0,0,0,0
16270.21,12000.0,1.36,10,2,0,34,0,0,1,0
12679.95,8000.0,1.58,15,5,2,42,0,0,0,0
5641.85,3000.0,1.88,13,15,0,30,1,0,0,0
23462.6,4000.0,5.87,8,4,4,47,1,0,1,1
1608.07,2000.0,0.8,7,4,0,12,0,0,0,0
2005.97,2000.0,1.0,12,22,0,45,0,0,0,0
1066.01,1500.0,0.71,12,1,0,37,0,0,0,0
2504.92,2000.0,1.25,20,21,0,32,0,0,0,0
2804.13,4500.0,0.62,14,8,0,29,0,0,0,0
1100.81,2000.0,0.55,11,17,0,42,0,0,0,0
4950.08,8000.0,0.62,11,10,1,9,0,0,0,0
5180.49,4500.0,1.15,10,21,0,6,0,0,0,0
9557.73,12000.0,0.8,17,5,1,48,0,0,0,0
55484.01,12000.0,4.62,21,5,5,7,1,1,1,0
19927.3,12000.0,1.66,17,14,0,21,0,0,0,0
1644.93,2000.0,0.82,23,15,0,17,0,0,0,0
1819.95,2000.0,0.91,9,26,0,14,0,0,1,0
2411.78,2500.0,0.96,16,12,0,30,0,0,0,0
1907.53,1500.0,1.27,14,20,0,26,0,0,0,0
6948.43,8000.0,0.87,17,9,0,5,0,0,0,0
4045.94,4500.0,0.9,9,28,0,32,0,0,2,0
2004.79,3000.0,0.67,21,25,0,15,0,0,0,0
45211.08,12000.0,3.77,15,5,5,22,1,0,2,0
17059.67,12000.0,1.42,11,15,0,29,1,0,0,0
2024.57,2500.0,0.81,10,25,0,16,1,0,0,0
2956.03,2500.0,1.18,9,5,0,36,0,0,1,0
25200.3,6000.0,4.2,12,25,3,43,0,0,1,0
3029.91,2000.0,1.51,17,11,0,5,0,0,0,0
1303.18,1500.0,0.87,19,9,0,22,0,0,0,0
6924.61,4500.0,1.54,16,28,0,23,0,0,0,0
3929.06,2500.0,1.57,15,3,0,42,0,0,0,0
1435.08,1500.0,0.96,8,12,0,21,0,0,0,0
11537.3,2000.0,5.77,12,1,3,39,1,1,1,0
2396.27,2500.0,0.96,14,15,0,9,0,0,0,0
1625.88,3000.0,0.54,9,17,0,47,0,0,0,0
2063.74,3000.0,0.69,18,15,0,46,0,0,0,0
4827.19,6000.0,0.8,20,21,0,17,0,0,0,0
12286.81,2000.0,6.14,18,13,9,10,0,0,1,1
2528.44,2500.0,1.01,21,1,0,50,0,0,0,0
10900.15,12000.0,0.91,16,26,0,49,0,0,0,0
1615.7,2500.0,0.65,15,9,0,45,0,0,0,0
5394.64,6000.0,0.9,19,16,0,43,0,1,0,0
8675.05,1500.0,5.78,18,26,5,28,1,1,2,0
1335.92,1500.0,0.89,10,13,0,16,0,0,0,0
2027.4,2000.0,1.01,18,23,0,12,0,0,0,0
2322.39,2000.0,1.16,10,4,0,20,0,0,0,0
3861.21,3000.0,1.29,12,23,1,6,0,0,0,0
2521.39,2000.0,1.26,8,9,0,36,0,0,0,0
2268.99,1500.0,1.51,10,11,0,39,0,0,0,0
9757.97,8000.0,1.22,18,19,0,48,0,0,0,0
4166.58,2500.0,1.67,22,7,1,49,0,1,1,0
1666.09,2000.0,0.83,1,20,0,7,1,0,0,0
952.65,1500.0,0.64,11,16,0,43,0,0,0,0
5684.42,6000.0,0.95,15,10,0,22,0,0,0,0
3456.03,2000.0,1.73,19,11,0,22,0,0,0,0
45885.3,8000.0,5.74,15,23,3,16,0,1,1,0
17611.99,4000.0,4.4,2,6,12,35,1,1,1,1
4575.94,3000.0,1.53,15,8,0,21,0,0,1,0
5597.45,2500.0,2.24,21,18,0,25,0,0,1,0
3317.88,3000.0,1.11,20,20,0,38,0,0,0,0
10000.43,12000.0,0.83,12,4,0,14,0,0,0,0
9277.71,8000.0,1.16,18,19,0,35,0,0,0,0
9184.17,1500.0,6.12,17,21,11,24,1,1,2,1
6886.82,6000.0,1.15,20,9,0,31,0,0,0,0
5952.44,4500.0,1.32,8,8,0,6,0,0,0,0
9742.92,12000.0,0.81,12,25,0,45,0,0,0,0
5356.3,4500.0,1.19,3,8,1,50,0,0,1,0
11518.89,12000.0,0.96,19,6,0,41,0,0,0,0
5834.72,8000.0,0.73,12,6,0,36,0,0,0,0
3233.59,4500.0,0.72,10,26,0,6,0,0,0,0
2368.31,3000.0,0.79,15,25,0,22,0,0,0,0
6143.5,4500.0,1.37,11,21,0,42,0,0,0,0
8936.64,1500.0,5.96,8,14,4,20,1,0,0,0
1196.18,1500.0,0.8,11,22,0,36,0,0,0,0
42255.25,8000.0,5.28,11,13,5,20,1,0,0,0
973.32,1500.0,0.65,9,8,0,26,0,0,0,0
3534.02,3000.0,1.18,11,23,0,36,0,0,0,0
1866.07,1500.0,1.24,12,21,0,19,0,0,0,0
58001.97,12000.0,4.83,16,18,4,10,0,0,1,0
4070.64,3000.0,1.36,20,1,0,18,0,0,1,0
6544.19,6000.0,1.09,16,18,0,23,0,0,0,0
2295.07,3000.0,0.77,10,14,0,20,1,0,0,0
5821.29,4500.0,1.29,7,15,0,32,0,0,0,0
10590.46,6000.0,1.77,7,28,0,30,1,0,0,0
1770.61,3000.0,0.59,19,2,0,22,0,0,0,0
2089.63,3000.0,0.7,12,19,1,31,0,0,0,0
31714.25,8000.0,3.96,18,10,4,9,1,0,0,0
2339.51,2000.0,1.17,21,21,0,42,0,1,1,0
7397.29,1500.0,4.93,7,27,4,14,1,0,1,0
2328.77,2000.0,1.16,19,27,1,31,0,0,0,0
42810.32,8000.0,5.35,15,6,4,16,1,1,1,0
5652.97,6000.0,0.94,9,18,0,20,0,0,1,0
6010.12,6000.0,1.0,17,27,0,27,0,0,0,0
2113.76,2000.0,1.06,17,12,0,42,0,0,2,0
26472.92,6000.0,4.41,11,3,3,23,1,1,2,0
5087.52,6000.0,0.85,13,8,0,14,0,0,0,0
1023.0,1500.0,0.68,18,25,0,12,0,0,0,0
691.54,2000.0,0.35,15,8,0,13,0,0,0,0
2399.25,2500.0,0.96,11,7,0,15,0,0,0,0
9396.61,8000.0,1.17,15,27,0,17,0,0,0,0
17218.55,8000.0,2.15,10,20,0,26,0,0,0,0
1202.74,1500.0,0.8,12,23,0,35,1,0,0,0
13269.73,3000.0,4.42,11,13,3,24,1,0,1,0
2464.08,2500.0,0.99,17,25,0,22,0,0,0,0
2347.14,1500.0,1.56,9,21,0,8,0,0,0,0
2783.79,2500.0,1.11,18,5,0,23,0,0,0,0
3608.05,2500.0,1.44,6,4,0,23,1,0,0,0
6495.84,8000.0,0.81,10,13,0,30,0,0,0,0
1989.58,2000.0,0.99,15,8,1,31,0,0,0,0
9136.67,6000.0,1.52,13,20,0,8,0,0,0,0
943.44,1500.0,0.63,20,25,1,22,0,0,0,0
3395.77,3000.0,1.13,19,14,0,45,0,0,0,0
5862.69,1500.0,3.91,9,4,4,19,1,0,1,0
5768.99,4500.0,1.28,13,1,0,7,0,0,0,0
2137.8,3000.0,0.71,10,21,0,48,0,0,0,0
8527.38,6000.0,1.42,15,27,0,36,0,0,0,0
7958.22,1500.0,5.31,17,10,5,6,1,0,1,0
7941.37,1500.0,5.29,18,22,3,13,0,0,1,0
4658.28,4500.0,1.04,14,5,0,8,0,0,1,0
3361.38,4500.0,0.75,14,22,1,16,0,0,0,0
3385.24,4500.0,0.75,17,25,0,27,0,0,0,0
2216.27,2500.0,0.89,14,10,1,21,0,0,1,0
3691.5,4500.0,0.82,18,22,0,31,0,0,0,0
6373.56,12000.0,0.53,13,23,0,37,0,0,0,0
6000.35,8000.0,0.75,16,21,0,14,0,0,0,0
1129.02,2000.0,0.56,18,10,0,36,0,0,0,0
7254.83,12000.0,0.6,10,3,0,46,0,0,0,0
1341.3,1500.0,0.89,10,6,0,13,0,0,0,0
1719.37,1500.0,1.15,23,21,1,35,0,0,0,0
4264.44,2500.0,1.71,12,13,0,46,0,0,1,0
8554.46,6000.0,1.43,11,4,2,8,0,0,0,0
5244.59,6000.0,0.87,18,20,0,34,0,0,0,0
4789.95,4500.0,1.06,14,20,0,35,0,0,0,0
6871.29,6000.0,1.15,17,13,0,5,0,0,0,0
3931.16,4500.0,0.87,15,2,0,43,0,0,0,0
8571.17,12000.0,0.71,18,26,0,23,0,0,0,0
15605.12,8000.0,1.95,11,11,0,13,0,0,0,0
3818.78,8000.0,0.48,13,28,0,9,0,0,1,0
7401.27,8000.0,0.93,11,7,0,43,0,0,0,0
7952.66,8000.0,0.99,18,12,0,13,0,0,0,0
3626.3,4500.0,0.81,8,10,0,34,0,0,0,0
5813.57,6000.0,0.97,17,14,1,13,0,0,0,0
5346.65,12000.0,0.45,3,5,0,34,0,0,0,0
2596.64,4500.0,0.58,6,15,2,47,0,0,0,0
19507.51,12000.0,1.63,18,16,0,16,0,0,0,0
1112.06,1500.0,0.74,11,12,2,29,0,0,0,0
1867.64,2000.0,0.93,7,25,1,33,0,0,0,0
5348.71,3000.0,1.78,11,17,0,25,0,0,0,0
2684.03,2500.0,1.07,19,22,0,31,0,0,0,0
11003.51,12000.0,0.92,10,6,0,17,0,0,0,0
8000.38,2000.0,4.0,5,11,4,41,1,0,1,0
7438.06,12000.0,0.62,11,25,0,6,0,0,0,0
2335.24,4500.0,0.52,10,10,0,5,0,1,1,0
2673.62,2000.0,1.34,17,23,0,15,0,0,0,0
626.77,1500.0,0.42,14,19,1,44,0,0,0,0
9563.16,12000.0,0.8,7,2,0,35,0,0,0,0
1652.83,2000.0,0.83,13,18,0,22,0,0,0,0
17196.6,3000.0,5.73,9,4,4,7,0,1,1,0
8229.89,6000.0,1.37,14,16,0,40,0,0,0,0
27319.04,12000.0,2.28,11,23,0,12,0,0,0,0
1609.78,2000.0,0.8,7,12,0,33,0,0,0,0
21068.89,12000.0,1.76,12,20,0,35,0,0,1,0
9694.42,6000.0,1.62,8,14,0,6,0,0,0,0
30866.52,6000.0,5.14,16,19,4,37,0,0,1,0
2154.08,1500.0,1.44,9,24,1,5,0,0,0,0
1223.08,1500.0,0.82,9,9,0,26,0,0,1,0
13085.45,12000.0,1.09,14,8,2,42,0,0,0,0
23739.77,6000.0,3.96,18,27,4,19,0,1,2,0
15185.57,8000.0,1.9,17,21,0,50,0,0,0,0
833.98,1500.0,0.56,9,14,0,48,0,0,0,0
8344.36,12000.0,0.7,10,15,2,12,0,0,1,0
1524.88,1500.0,1.02,17,2,0,33,0,0,0,0
12020.65,8000.0,1.5,6,25,0,45,0,0,0,0
3315.02,3000.0,1.11,21,15,0,26,0,0,1,0
6189.33,4500.0,1.38,10,28,0,48,0,0,0,0
18159.08,12000.0,1.51,15,26,0,18,0,0,0,0
2771.19,4500.0,0.62,9,5,0,25,0,0,0,0
7522.81,12000.0,0.63,18,11,0,49,0,0,0,0
1910.08,2000.0,0.96,12,24,0,16,0,0,0,0
2515.89,3000.0,0.84,17,7,0,21,0,0,0,0
3889.63,6000.0,0.65,19,10,0,26,0,0,0,0
2668.93,2500.0,1.07,19,24,0,29,0,0,0,0
2407.88,3000.0,0.8,21,26,0,9,0,0,0,0
903.81,1500.0,0.6,20,14,0,29,0,0,0,0
8338.36,12000.0,0.69,12,28,0,11,0,0,0,0
2923.63,3000.0,0.97,14,20,0,31,0,0,0,0
4566.18,4500.0,1.01,11,12,0,6,0,0,1,0
11242.64,12000.0,0.94,12,17,0,30,0,0,0,0
9881.87,6000.0,1.65,11,22,0,41,0,0,0,0
1542.47,2500.0,0.62,21,17,0,12,0,0,0,0
5197.13,6000.0,0.87,18,17,0,30,0,0,0,0
11204.38,12000.0,0.93,14,22,0,15,0,0,0,0
987.73,1500.0,0.66,7,27,0,9,0,0,0,0
2948.29,2000.0,1.47,12,4,0,13,0,0,0,0
1654.63,2500.0,0.66,20,20,0,8,0,0,1,0
3967.58,6000.0,0.66,10,1,0,43,0,0,0,0
8720.91,1500.0,5.81,13,22,5,47,1,1,1,0
36879.75,1500.0,24.59,3,18,5,5,1,1,2,1
5478.17,8000.0,0.68,21,25,0,17,0,0,1,0
2021.03,1500.0,1.35,21,14,0,50,0,0,0,0
10096.41,12000.0,0.84,3,23,0,15,0,0,0,0
8801.87,6000.0,1.47,18,16,0,21,0,0,0,0
10284.29,2000.0,5.14,14,8,5,18,1,0,2,0
1621.53,2000.0,0.81,18,18,0,39,0,0,0,0
7957.04,6000.0,1.33,20,19,0,47,0,0,1,0
6752.08,6000.0,1.13,13,26,0,43,0,0,2,0
6524.13,6000.0,1.09,22,20,0,41,0,0,0,0
3838.11,6000.0,0.64,15,8,0,39,0,0,0,0
4689.77,8000.0,0.59,15,18,0,9,0,0,0,0
5845.13,4500.0,1.3,18,2,0,24,0,0,0,0
11021.24,8000.0,1.38,12,21,0,47,0,0,0,0
3674.7,4500.0,0.82,21,28,0,45,0,0,0,0
10191.9,8000.0,1.27,11,22,1,43,0,0,0,0
35023.61,8000.0,4.38,6,24,4,13,0,1,1,0
8271.81,8000.0,1.03,16,14,0,9,0,0,0,0
15339.89,8000.0,1.92,16,24,0,45,0,0,1,0
8957.95,4500.0,1.99,9,21,0,23,0,0,0,0
14103.59,8000.0,1.76,17,14,0,11,0,0,0,0
3392.43,2000.0,1.7,13,8,0,7,0,0,0,0
4292.16,6000.0,0.72,20,12,0,27,0,0,0,0
5433.2,1500.0,3.62,7,9,5,20,1,0,0,0
41324.45,8000.0,5.17,10,28,4,37,1,1,1,0
21115.55,6000.0,3.52,6,24,4,48,1,1,1,0
3857.37,2000.0,1.93,15,17,0,36,0,0,0,0
9396.86,8000.0,1.17,23,21,0,32,0,0,0,0
7596.5,1500.0,5.06,14,12,3,8,1,1,2,0
2828.64,4500.0,0.63,17,8,0,44,0,0,0,0
11310.71,3000.0,3.77,15,11,5,38,1,0,2,0
7672.42,4500.0,1.7,13,16,0,17,0,0,0,0
10150.87,6000.0,1.69,9,2,0,46,0,0,0,0
60064.02,3000.0,20.02,2,25,4,23,1,1,1,1
3880.33,3000.0,1.29,13,1,0,44,0,0,0,0
60479.88,2500.0,24.19,4,1,8,23,1,1,2,1
3734.43,6000.0,0.62,10,18,0,31,0,0,0,0
2897.05,2500.0,1.16,12,8,0,18,0,1,0,0
9995.35,8000.0,1.25,13,27,0,39,0,0,0,0
2980.44,2500.0,1.19,13,28,0,39,0,0,0,0
14725.24,8000.0,1.84,13,18,0,34,0,0,0,0
16624.93,12000.0,1.39,20,12,0,9,0,0,0,0
15729.58,12000.0,1.31,14,5,0,39,0,0,0,0
2202.25,2000.0,1.1,8,2,0,15,0,0,0,0
2371.97,3000.0,0.79,17,2,0,44,0,0,0,0
3360.23,3000.0,1.12,17,23,0,17,0,0,2,0
1840.24,6000.0,0.31,9,1,1,23,0,0,0,0
28329.26,12000.0,2.36,11,20,0,7,0,0,0,0
3033.87,3000.0,1.01,10,2,0,24,0,0,0,0
6215.16,6000.0,1.04,11,28,0,7,0,0,0,0
16720.24,12000.0,1.39,15,18,0,18,1,0,0,0
16505.36,3000.0,5.5,15,26,4,5,1,0,0,0
6218.47,1500.0,4.15,8,17,3,30,1,0,2,0
9226.11,12000.0,0.77,21,20,0,7,0,0,0,0
1868.75,2500.0,0.75,16,1,0,16,0,0,1,0
4165.46,6000.0,0.69,15,3,0,12,0,0,0,0
5189.5,12000.0,0.43,19,5,0,5,1,0,0,0
9341.2,12000.0,0.78,10,26,1,38,0,0,0,0
10147.32,8000.0,1.27,19,17,0,16,0,0,1,0
3735.87,4500.0,0.83,19,27,0,24,0,0,0,0
2656.74,2000.0,1.33,18,9,0,38,0,0,0,0
2765.64,2000.0,1.38,19,9,0,27,0,0,0,0
6198.39,4500.0,1.38,18,11,0,41,0,0,0,0
6064.33,12000.0,0.51,9,26,0,43,0,0,0,0
7767.74,12000.0,0.65,13,2,0,32,0,0,0,0
8099.16,6000.0,1.35,12,26,0,45,0,0,0,0
2000.95,3000.0,0.67,10,1,0,9,0,0,1,0
1837.88,1500.0,1.23,7,1,0,20,0,0,0,0
8395.71,8000.0,1.05,15,9,0,41,0,0,0,0
725.07,1500.0,0.48,12,15,0,6,0,0,0,0
6999.36,8000.0,0.87,12,18,0,46,0,0,0,0
5637.22,4500.0,1.25,7,18,0,28,0,0,0,0
2635.44,6000.0,0.44,17,23,1,41,0,0,0,0
2193.54,2500.0,0.88,15,6,0,23,0,0,0,0
1938.99,2500.0,0.78,15,24,0,18,0,0,1,0
9706.47,12000.0,0.81,13,10,0,43,0,0,0,0
53069.15,12000.0,4.42,17,20,3,22,0,0,1,0
11697.46,12000.0,0.97,15,22,0,23,0,0,0,0
1586.3,1500.0,1.06,18,4,0,13,0,0,1,0
3678.12,2000.0,1.84,12,5,0,13,0,0,0,0
3760.71,8000.0,0.47,18,19,0,40,0,0,0,0
14480.58,8000.0,1.81,12,18,1,39,0,0,0,0
1294.66,2500.0,0.52,15,8,0,44,1,0,0,0
2213.35,3000.0,0.74,12,8,0,8,0,0,0,0
1466.65,2500.0,0.59,15,28,0,45,0,0,0,0
12091.87,8000.0,1.51,21,21,0,10,0,0,1,0
10381.0,2500.0,4.15,14,28,3,5,0,0,1,0
17727.21,4500.0,3.94,16,9,4,30,0,0,2,0
1370.78,1500.0,0.91,20,2,0,43,0,0,0,0
7006.28,8000.0,0.88,10,7,0,14,0,0,0,0
3539.15,6000.0,0.59,15,7,0,9,0,0,0,0
1715.92,4500.0,0.38,6,6,1,28,0,1,0,0
6046.26,8000.0,0.76,7,27,0,49,0,1,0,0
17810.69,12000.0,1.48,9,9,0,9,0,0,0,0
4538.18,2500.0,1.82,13,12,0,30,0,0,0,0
32856.7,8000.0,4.11,22,1,5,48,1,1,1,0
4373.27,12000.0,0.36,8,9,0,7,0,0,0,0
3717.32,6000.0,0.62,22,2,0,11,0,0,1,0
3338.71,3000.0,1.11,19,10,0,29,0,0,0,0
2993.6,3000.0,1.0,7,23,0,32,0,0,0,0
2503.28,2500.0,1.0,8,10,0,27,0,0,0,0
5422.06,4500.0,1.2,21,26,1,6,0,0,0,0
1560.49,2000.0,0.78,8,17,0,10,0,0,0,0
8375.36,2000.0,4.19,17,7,5,5,0,0,1,0
1891.13,2000.0,0.95,17,10,0,18,0,0,0,0
5913.7,8000.0,0.74,9,12,0,44,0,0,0,0
2223.48,2500.0,0.89,13,27,2,19,0,0,0,0
4535.73,4500.0,1.01,17,5,0,32,0,0,0,0
12464.33,12000.0,1.04,9,12,0,12,0,0,0,0
2832.13,2500.0,1.13,14,22,0,26,0,0,1,0
1920.78,2500.0,0.77,16,17,0,14,0,0,0,0
1677.38,2500.0,0.67,21,26,0,26,0,1,0,0
2595.22,2500.0,1.04,18,20,0,44,0,0,0,0
4567.86,4500.0,1.02,0,3,0,34,0,0,0,0
4202.49,2000.0,2.1,13,8,0,8,0,0,0,0
29729.56,8000.0,3.72,11,9,5,9,1,0,0,0
5907.78,6000.0,0.98,8,18,0,35,0,0,0,0
2458.26,3000.0,0.82,12,21,0,44,0,0,0,0
9138.9,12000.0,0.76,11,19,0,32,0,0,0,0
1869.85,3000.0,0.62,11,20,0,44,0,0,0,0
1509.91,2000.0,0.75,14,2,0,14,0,0,0,0
14014.23,12000.0,1.17,12,13,0,30,0,0,0,0
8468.96,1500.0,5.65,11,24,10,46,1,1,2,1
86797.65,2500.0,34.72,19,18,2,44,1,1,1,1
17987.35,4500.0,4.0,11,18,4,50,1,1,1,0
4569.52,6000.0,0.76,10,10,1,46,0,0,0,0
1382.25,1500.0,0.92,17,11,1,25,0,0,0,0
45727.3,8000.0,5.72,6,7,5,41,0,1,1,0
3476.02,6000.0,0.58,9,7,1,18,0,0,0,0
12787.59,12000.0,1.07,9,3,0,28,0,0,0,0
1909.69,2500.0,0.76,18,16,0,9,0,0,0,0
27391.07,6000.0,4.57,10,9,5,21,1,0,1,0
4922.18,12000.0,0.41,12,25,0,29,0,0,0,0
14079.88,12000.0,1.17,21,10,0,30,0,0,1,0
4967.67,2000.0,2.48,5,23,0,49,0,0,0,0
2840.7,3000.0,0.95,10,6,0,7,0,0,0,0
74092.97,3000.0,24.7,2,18,7,49,1,1,2,1
34124.67,8000.0,4.27,16,11,5,49,0,1,1,0
30674.69,8000.0,3.83,17,20,3,33,1,1,1,0
2419.65,6000.0,0.4,15,8,0,34,0,0,0,0
2061.87,2500.0,0.82,8,21,0,50,0,0,0,0
1492.8,3000.0,0.5,1,14,1,19,0,0,0,0
6007.93,2500.0,2.4,20,10,0,24,0,0,0,0
2504.64,2500.0,1.0,8,20,1,38,0,0,0,0
3898.16,2000.0,1.95,18,20,0,24,0,0,0,0
3596.41,6000.0,0.6,19,10,0,45,0,0,0,0
4406.21,6000.0,0.73,10,16,0,6,0,0,0,0
25845.46,4500.0,5.74,1,18,5,16,1,1,1,0
2236.5,2000.0,1.12,14,19,0,13,0,0,1,0
1258.72,1500.0,0.84,12,22,1,7,0,0,0,0
2720.37,4500.0,0.6,14,28,0,50,0,0,1,0
4208.49,6000.0,0.7,8,20,1,22,0,0,0,0
5745.52,3000.0,1.92,17,21,0,9,0,0,0,0
1834.25,2000.0,0.92,9,12,0,42,0,0,0,0
1956.68,2000.0,0.98,18,8,0,36,0,1,0,0
991.66,1500.0,0.66,16,18,0,32,0,0,0,0
1465.11,2500.0,0.59,21,27,0,7,0,0,1,0
1110.11,1500.0,0.74,12,15,1,33,0,0,0,0
2170.46,2000.0,1.09,21,26,0,45,0,0,1,0
2268.73,3000.0,0.76,10,12,0,7,0,0,0,0
28534.54,6000.0,4.76,17,3,3,12,1,1,1,0
4290.8,2500.0,1.72,11,7,2,17,0,0,1,0
4681.88,3000.0,1.56,14,19,0,38,0,0,0,0
10900.78,2500.0,4.36,15,2,3,6,1,0,2,0
1839.0,1500.0,1.23,8,17,0,33,0,0,1,0
7698.58,12000.0,0.64,20,5,0,15,0,0,0,0
3634.06,3000.0,1.21,16,16,0,15,0,0,0,0
2836.93,2500.0,1.13,12,17,0,45,0,0,0,0
763.3,1500.0,0.51,12,9,1,31,0,0,0,0
17227.05,12000.0,1.44,13,14,0,35,0,0,0,0
1692.57,2000.0,0.85,14,27,1,39,0,0,0,0
2330.48,2500.0,0.93,16,2,0,15,0,0,2,0
11369.11,6000.0,1.89,18,3,0,18,0,0,0,0
16622.26,3000.0,5.54,13,4,4,24,1,1,2,1
2694.87,1500.0,1.8,17,4,0,31,0,0,1,0
9932.86,8000.0,1.24,8,23,2,10,0,0,0,0
1229.28,1500.0,0.82,9,18,0,44,0,1,0,0
12933.03,6000.0,2.16,9,2,1,21,0,0,1,0
13988.78,8000.0,1.75,22,24,0,14,0,0,0,0
5917.29,1500.0,3.94,14,27,5,20,0,1,1,0
1891.71,2500.0,0.76,17,11,0,37,0,0,0,0
11317.31,2500.0,4.53,16,19,4,27,1,0,2,0
11051.43,12000.0,0.92,19,3,0,18,0,0,1,0
777.95,2000.0,0.39,12,14,1,37,0,0,0,0
1177.85,2000.0,0.59,14,18,0,40,0,0,1,0
1998.44,4500.0,0.44,20,27,0,16,0,0,1,0
2773.6,2500.0,1.11,11,28,0,34,0,0,0,0
12367.45,8000.0,1.55,14,13,0,8,0,0,0,0
10386.36,12000.0,0.87,15,21,1,12,0,0,1,0
3641.48,4500.0,0.81,15,23,0,44,0,0,0,0
7966.94,4500.0,1.77,14,9,0,5,0,0,0,0
7126.58,8000.0,0.89,21,14,0,21,0,0,0,0
33743.18,6000.0,5.62,12,22,3,11,1,0,0,0
6079.53,6000.0,1.01,8,28,0,41,0,0,0,0
1333.07,2000.0,0.67,13,14,0,5,0,0,0,0
1204.31,1500.0,0.8,9,2,0,7,0,0,0,0
30727.87,6000.0,5.12,11,23,3,38,0,0,1,0
56124.51,12000.0,4.68,23,23,3,22,1,0,1,0
12967.44,2500.0,5.19,16,8,4,15,1,0,0,0
2412.86,1500.0,1.61,18,13,0,23,0,0,0,0
628.88,1500.0,0.42,10,9,0,22,0,0,0,0
34567.02,2000.0,17.28,4,4,5,49,1,0,1,1
4115.94,2000.0,2.06,16,12,0,7,0,0,0,0
2195.7,3000.0,0.73,16,17,0,21,0,0,0,0
7594.27,6000.0,1.27,10,12,0,42,0,0,0,0
2981.47,2500.0,1.19,4,26,0,46,0,0,0,0
10223.82,2000.0,5.11,13,1,5,30,1,0,2,0
18637.54,4500.0,4.14,11,11,4,26,1,1,1,0
1210.72,1500.0,0.81,17,16,0,27,0,0,0,0
7556.67,8000.0,0.94,16,11,0,25,0,0,0,0
1898.09,2500.0,0.76,6,23,0,14,0,0,0,0
8730.07,12000.0,0.73,17,5,0,11,0,0,0,0
12871.34,2500.0,5.15,9,25,3,7,1,1,1,1
10217.39,2000.0,5.11,17,5,3,16,0,1,0,0
10616.57,12000.0,0.88,11,8,0,21,0,0,1,0
2117.75,2500.0,0.85,20,17,0,41,0,0,0,0
7945.7,12000.0,0.66,12,21,0,42,0,0,0,0
14416.51,8000.0,1.8,19,7,0,9,0,0,0,0
4585.95,4500.0,1.02,6,7,0,21,0,0,0,0
1119.1,2000.0,0.56,17,18,1,49,0,0,1,0
5222.34,4500.0,1.16,14,23,0,24,0,0,0,0
5603.64,3000.0,1.87,7,11,0,48,1,0,0,0
10097.25,12000.0,0.84,11,13,0,9,0,0,0,0
6751.81,8000.0,0.84,12,24,0,42,0,0,0,0
3298.29,2000.0,1.65,20,22,0,27,0,0,1,0
1464.28,2000.0,0.73,11,9,0,41,0,0,0,0
2145.48,2000.0,1.07,11,21,1,23,0,0,0,0
8756.74,8000.0,1.09,15,6,0,48,0,0,0,0
4889.36,4500.0,1.09,11,6,1,5,1,0,0,0
7776.43,8000.0,0.97,13,17,0,38,0,0,0,0
6015.93,8000.0,0.75,16,16,0,23,0,0,1,0
1280.96,1500.0,0.85,14,23,0,45,0,0,0,0
5891.15,4500.0,1.31,13,25,1,14,0,0,0,0
7449.32,8000.0,0.93,8,25,0,7,0,0,0,0
10757.23,8000.0,1.34,19,25,0,8,0,0,0,0
26478.66,6000.0,4.41,7,8,3,9,1,0,1,0
1623.99,2000.0,0.81,14,22,0,13,0,0,1,0
4411.74,3000.0,1.47,13,12,1,27,0,0,0,0
3267.42,2500.0,1.31,19,13,0,29,0,0,0,0
2282.96,3000.0,0.76,7,18,0,40,0,0,0,0
3632.44,6000.0,0.61,15,4,0,25,0,0,1,0
2939.22,2500.0,1.18,20,12,0,35,0,0,0,0
3625.36,2500.0,1.45,9,5,0,18,0,0,0,0
2493.13,2500.0,1.0,10,23,1,14,0,0,0,0
3721.09,4500.0,0.83,18,19,0,19,0,0,0,0
3080.75,4500.0,0.68,9,1,0,19,0,0,0,0
5738.3,6000.0,0.96,17,15,0,18,0,0,1,0
3695.1,6000.0,0.62,12,1,0,28,1,0,0,0
42728.16,8000.0,5.34,16,16,5,46,0,1,1,0
4805.84,6000.0,0.8,15,15,0,48,1,0,0,0
5777.52,6000.0,0.96,13,23,0,42,0,0,0,0
1962.26,1500.0,1.31,19,21,0,8,0,0,0,0
4196.94,4500.0,0.93,13,4,0,34,0,0,0,0
